Frame,Home_15_x,Home_15_y,Home_1417_x,Home_1417_y,Home_1726_x,Home_1726_y,Home_2150_x,Home_2150_y,Home_2813_x,Home_2813_y,Home_9756_x,Home_9756_y,Home_13011_x,Home_13011_y,Home_13961_x,Home_13961_y,Home_13962_x,Home_13962_y,ball_x,ball_y,Period,Time [s]
0,-17.447263015696088,-30.224929782965276,-23.71248220086435,1.9437525203043657,-14.38204978916448,-10.889690421706085,-14.95044567933263,5.634525497243192,0.07487515677932166,-23.74301786573524,-6.348565698352423,7.386236240881015,-7.879796717244044,25.55835579461231,5.393295462514917,7.5670103092783485,-1.6138999929868882,0.5007363770250254,0.07487515677932166,-23.74301786573524,1,0.0
1,-17.497775325035384,-30.177159009408353,-23.88391342401528,1.9628404894914044,-14.631006866742789,-10.796052852882562,-14.924410000068624,5.507723031789222,-0.07527767242390696,-23.732083083016747,-6.462414614668483,7.35645440976672,-8.00884902073171,25.50406657976151,5.342744933024773,7.566273932253317,-1.6785749351286892,0.48895434462444115,-0.07527767242390696,-23.732083083016747,1,0.05
2,-17.552476065019764,-30.131944571364023,-24.050294942246566,1.976829415126262,-14.879088368088658,-10.71559504594519,-14.909841316046842,5.376002929012895,-0.2337145363212788,-23.71685934969878,-6.577786904470812,7.326932012121346,-8.139425647147533,25.448543523681504,5.292194403534621,7.565537555228281,-1.743249877270512,0.47717231222386175,-0.2337145363212788,-23.71685934969878,1,0.1
3,-17.611331889180786,-30.08917591345092,-24.21176573826246,1.9858596378571542,-15.126318391630488,-10.647954255153971,-14.906530394794666,5.239478682137102,-0.40028132554653706,-23.697422967302263,-6.694698003549007,7.297650240069623,-8.271503706627296,25.39180515424303,5.241643874044447,7.564801178203236,-1.8079248194123052,0.4653902798232727,-0.40028132554653706,-23.697422967302263,1,0.15000000000000002
4,-17.67430945104995,-30.0487424802876,-24.368464794767128,1.9900714983323113,-15.372721035796692,-10.592767734768941,-14.91426800383949,5.098263784384788,-0.5748239307334475,-23.67385023734809,-6.81316334769259,7.268590285736317,-8.405060309306869,25.333869999316843,5.191093344554325,7.564064801178201,-1.8725997615541061,0.45360824742268363,-0.5748239307334475,-23.67385023734809,1,0.2
5,-17.741375404158774,-30.01053371649273,-24.52053109446479,1.9896053371999634,-15.618320399015689,-10.54967273905009,-14.932844910708726,4.952471728978847,-0.7571882425157759,-23.646217461357264,-6.933198372691023,7.239733341246132,-8.540072565321967,25.274756586773652,5.1405428150641725,7.563328424153165,-1.9372747036959141,0.44182621502209457,-0.7571882425157759,-23.646217461357264,1,0.25
6,-17.812496402038803,-29.974439066684898,-24.668103620059682,1.9846014951083264,-15.863140579715898,-10.518306522257452,-14.962051882929739,4.802216009142167,-0.9472201515272878,-23.61460094085062,-7.054818514333852,7.211060598723856,-8.676517584808499,25.214483444484202,5.089992285574022,7.562592047128134,-2.0019496458377297,0.4300441826215055,-0.9472201515272878,-23.61460094085062,1,0.30000000000000004
7,-17.887639098221555,-29.940347975482744,-24.81132135425599,1.9752003127056446,-16.107205676325744,-10.49830633865101,-15.001679688029943,4.647610118097707,-1.1447655484016814,-23.579076977349153,-7.178039208410628,7.182553250294209,-8.814372477902207,25.15306910031923,5.039441756083877,7.561855670103084,-2.066624587979523,0.41826215022091645,-1.1447655484016814,-23.579076977349153,1,0.35000000000000003
8,-17.966770146238545,-29.90814988750486,-24.950323279757935,1.9615421306401197,-16.35053978727363,-10.489309442490828,-15.051519093536713,4.488767549068335,-1.3496703237727676,-23.539721872373708,-7.302875890710831,7.154192488081915,-8.95361435473892,25.09053208214947,4.988891226593748,7.561119293078063,-2.131299530121331,0.40648011782031773,-1.3496703237727676,-23.539721872373708,1,0.4
9,-18.049856199621313,-29.87773424736991,-25.0852483792697,1.943767289560001,-16.59316701098797,-10.490953088036884,-15.111360866977446,4.325801795276996,-1.5617803682742744,-23.496611927445283,-7.429343997024026,7.125959504211753,-9.094220325454451,25.02689091784565,4.938340697103596,7.560382916053018,-2.195974472263132,0.3946980854197335,-1.5617803682742744,-23.496611927445283,1,0.45
10,-18.13686391190137,-29.848990499696445,-25.21623563549555,1.922016130113485,-16.835111445897205,-10.50287452954919,-15.180995775879522,4.158826349946597,-1.7809415725399527,-23.449823444084746,-7.557458963139683,7.097835490808429,-9.236167500184589,24.9621641352785,4.887790167613474,7.559646539027977,-2.2606494144049325,0.3829160530191348,-1.7809415725399527,-23.449823444084746,1,0.5
11,-18.227759936610234,-29.821808089103104,-25.343424031139648,1.8964289929488358,-17.07639719042972,-10.524711021287763,-15.260214587770353,3.9879547063000294,-2.006999827203583,-23.39943272381305,-7.687236224847378,7.069801639996724,-9.379432989065162,24.896370262318758,4.837239638123277,7.558910162002942,-2.325324356546748,0.3711340206185554,-2.006999827203583,-23.39943272381305,1,0.55
12,-18.322510927279417,-29.796076460208543,-25.466952548906214,1.8671462187142305,-17.317048343013937,-10.55609981751264,-15.348808070177336,3.813300357560219,-2.239801022898871,-23.3455160681511,-7.8186912179365855,7.041839143901336,-9.523993902231997,24.829527826837165,4.786689108633178,7.558173784977896,-2.389999298688541,0.35935198821795666,-2.239801022898871,-23.3455160681511,1,0.6000000000000001
13,-18.42108353744049,-29.77168505763132,-25.58696017149945,1.8343081480579377,-17.557089002078296,-10.59667817248381,-15.446566990627835,3.63497679695007,-2.4791910502595744,-23.288149778619836,-7.951839378196833,7.013929194647044,-9.66982734982085,24.761655356704477,4.736138579143004,7.557437407952857,-2.4546742408303794,0.3475699558173676,-2.4791910502595744,-23.288149778619836,1,0.65
14,-18.523444420624948,-29.748523325990064,-25.7035858816236,1.7980551216281588,-17.796543266051184,-10.646083340461296,-15.553282116649264,3.453097517692514,-2.725015799919513,-23.227410156740138,-8.086696141417683,6.986052984358566,-9.816910441967543,24.6927713797914,4.6855880496528375,7.556701030927839,-2.5193491829721726,0.3357879234167882,-2.725015799919513,-23.227410156740138,1,0.7000000000000001
15,-18.629560230364305,-29.726480709903452,-25.816968661982838,1.7585274800731192,-18.035435233361017,-10.703952575705115,-15.668744215768983,3.267776013010459,-2.9771211625123684,-23.163373504032982,-8.2232769433886,6.95819170516065,-9.965220288807945,24.62289442396866,4.635037520162715,7.5559646539027945,-2.5840241251139733,0.32400589101619914,-3.9254635060520964,-23.581731056505586,1,0.75
16,-18.7393976201901,-29.705446653990037,-25.9272474952814,1.715865564041059,-18.273789002436256,-10.769923132475283,-15.792744055514452,3.079125776126789,-3.2353530286719288,-23.096116122019254,-8.361597219899114,6.930326549178042,-10.114734000477778,24.55204301710701,4.5844869906725645,7.555228276877759,-2.648699067255774,0.3122238586155956,-5.090076952300123,-23.925475212994453,1,0.8
17,-18.85292324363385,-29.685310602868412,-26.034561364223467,1.6702097141801788,-18.511628671705253,-10.843632265031818,-15.925072403412983,2.8872603002644373,-3.4995572890319306,-23.025714312219897,-8.50167240673877,6.902438708535496,-10.265428687112909,24.480235687077183,4.533936461182412,7.5544918998527235,-2.7133740093975742,0.3004418262150162,-6.218856138663595,-24.258642626206733,1,0.8500000000000001
18,-18.970103754227075,-29.66596200115727,-26.139049251513278,1.621700271138729,-18.748978339596455,-10.924717227634709,-16.06552002699202,2.692293078646306,-3.7695798342261404,-22.952244376155836,-8.64351793969712,6.874509375357714,-10.417281458849116,24.407490961749907,4.483385931692291,7.553755522827682,-2.7780489515393976,0.28865979381443196,-7.311801065142504,-24.581233296142425,1,0.9
19,-19.09090580550131,-29.647290293475184,-26.24085013985502,1.5704775755649247,-18.985862104538302,-11.012815274544002,-16.213877693778944,2.4943376044953327,-4.045266554888292,-22.875782615347983,-8.787149254563609,6.846519741769477,-10.57026942582223,24.333827368995934,4.432835402202116,7.553019145802647,-2.8427238936811907,0.2768777614138381,-8.36891173173688,-24.893247222801506,1,0.9500000000000001
20,-19.215296050988066,-29.62918492444076,-26.340103011952916,1.5166819681069865,-19.22230406495916,-11.107563660019709,-16.369936171301127,2.2935073710343916,-4.326463341652159,-22.79640533131724,-8.932581787127791,6.818450999895509,-10.724369698168013,24.259263436685952,4.3822848727120025,7.552282768777612,-2.907398835822992,0.26509572901325384,-9.390188138446675,-25.19468440618407,1,1.0
21,-19.343241144218865,-29.61153533867264,-26.43694685051118,1.4604537894131544,-19.458328319287496,-11.208599638321838,-16.533486227085984,2.089915871486434,-4.61301608515147,-22.714188825584568,-9.079830973179199,6.790284341860577,-10.879559386022354,24.183817692690766,4.331734343221828,7.551546391752576,-2.972073777964792,0.2533136966126696,-10.375630285271924,-25.485544846290043,1,1.05
22,-19.474707738725268,-29.594230980789437,-26.531520638234003,1.4019333801316443,-19.693958965951694,-11.315560463710362,-16.7043186286609,1.8836765990743447,-4.904770676020014,-22.62920939967087,-9.228912248507353,6.762000959789373,-11.035815599520983,24.107508664881045,4.281183813731683,7.550810014727545,-3.036748720106608,0.24153166421207573,-11.325238172212632,-25.7658285431194,1,1.1
23,-19.609662488038754,-29.577161295409763,-26.623963357825623,1.3412610809106766,-19.929220103380178,-11.428083390445355,-16.882224143553255,1.6749030470210264,-5.201573004891525,-22.54154335509707,-9.37984104890176,6.733582045806674,-11.193115448799738,24.030354881127565,4.230633284241554,7.550073637702495,-3.101423662248416,0.229749631811477,-12.239011799268784,-26.03553549667221,1,1.1500000000000001
24,-19.74807204569085,-29.560215727152215,-26.714413991990245,1.278577232398467,-20.164135830001364,-11.545805672786813,-17.06699353929045,1.4637087085494258,-5.503268962399755,-22.451266993384078,-9.532632810151956,6.70500879203723,-11.351436043994447,23.95237486930104,4.18008275475141,7.549337260677459,-3.166098604390217,0.21796759941088795,-13.116951166440359,-26.294665706948408,1,1.2000000000000002
25,-19.889903065213115,-29.543283720635422,-26.803011523432026,1.2140221752432652,-20.39873024424366,-11.668364564994748,-17.258417583399876,1.250207076882437,-5.8097044391784625,-22.35845661605283,-9.68730296804743,6.6762623906057526,-11.5107544952409,23.87358715727221,4.129532225261258,7.548600883652429,-3.230773546532025,0.20618556701031338,-13.95905627372737,-26.54321917394807,1,1.25
26,-20.03512220013702,-29.526254720478008,-26.88989493485525,1.1477362500932964,-20.6330274445355,-11.795397321329155,-17.45628704340893,1.0345116452429721,-6.120725325861382,-22.263188524624244,-9.843866958377737,6.647324033637014,-11.6710479126749,23.794010272911816,4.078981695771098,7.5478645066273975,-3.2954484886738253,0.19440353460970983,-14.765327121129884,-26.78119589767111,1,1.3
27,-20.183696103994134,-29.50901817129858,-26.97520320896409,1.0798597975967668,-20.867051529305304,-11.926541196050074,-17.660392686845015,0.81673590685394,-6.436177513082294,-22.165539020619246,-10.00234021693241,6.618174913255742,-11.832293406432264,23.71366274409058,4.0284311662809476,7.547128129602357,-3.3601234308156336,0.18262150220913526,-15.535763708647792,-27.008595878117603,1,1.35
28,-20.335591430315972,-29.491463517715786,-27.059075328462743,1.010533158401892,-21.100826596981445,-12.061433443417526,-17.870525281235494,0.5969933549382389,-6.755906891474943,-22.06558440555876,-10.162738179500932,6.588796221586667,-11.994468086648764,23.632563098679256,3.9778806367908106,7.546391752577311,-3.4247983729574116,0.1708394698085317,-16.270366036281175,-27.225419115287487,1,1.4000000000000001
29,-20.49077483263405,-29.473480204348164,-27.141650276055454,0.9398966731569457,-21.334376745992387,-12.19971131769148,-18.086475594107768,0.3753974827188156,-7.079759351673079,-21.963400980963698,-10.325076281872828,6.5591691507545695,-12.157549063460294,23.550729864548558,3.9273301073006586,7.545655375552282,-3.48947331509925,0.1590574374079378,-16.96913410402997,-27.4316656091808,1,1.4500000000000002
30,-20.64921296447987,-29.454957675814416,-27.223067034446423,0.8680906825101001,-21.567726074766526,-12.341012073132012,-18.30803439298924,0.1520617834185589,-7.407580784310444,-21.859065048355,-10.489369959837648,6.5292748928841435,-12.321513447002573,23.46818156956923,3.8767795778105065,7.54491899852725,-3.5541482572410357,0.14727540500737776,-17.63206791189424,-27.627335359797545,1,1.5
31,-20.810872479384994,-29.435785376733122,-27.30346458633983,0.7952555271096148,-21.800898681732274,-12.484972963999093,-18.534992445407294,-0.07290024973962318,-7.739217080020793,-21.75265290925358,-10.655634649184869,6.499094640100146,-12.486338347411465,23.384936741612,3.826229048320378,7.54418262150221,-3.6188231993828435,0.13549337260676936,-18.25916745987395,-27.812428367137706,1,1.55
32,-20.975720030880943,-29.4158527517229,-27.382981914439924,0.7215315476036954,-22.033918665318044,-12.631231244552751,-18.767140518889327,-0.29937512353280793,-8.074514129437931,-21.644240865180336,-10.823885785704068,6.468609584527337,-12.652000874822772,23.30101390854762,3.775678518830226,7.54344624447717,-3.6834981415246673,0.1237113402061803,-18.850432747969105,-27.986944631201265,1,1.6
33,-21.14372227249921,-29.395049245402376,-27.461758001450885,0.6470590846405725,-22.26681012395228,-12.779424169053001,-19.004269380962715,-0.5272493447380535,-8.413317823195515,-21.533905217656226,-10.994138805184722,6.437800918290452,-12.818478139372246,23.2164315982468,3.725127989340082,7.542709867452139,-3.74817308366646,0.11192930780559124,-19.405863776179697,-28.150884151988254,1,1.6500000000000001
34,-21.31484585777133,-29.373264302390126,-27.53993183007695,0.571978478868476,-22.499597156063363,-12.929188991759846,-19.24616979915488,-0.7564094201325049,-8.755474051927383,-21.421722268202153,-11.166409143416367,6.406649833514205,-12.985747251195773,23.131208338580297,3.674577459849923,7.541973490427103,-3.8128480258082837,0.1001472754050215,-19.92546054450573,-28.304246929498678,1,1.7000000000000002
35,-21.489057440228855,-29.35038736730481,-27.61764238302231,0.49643007093563624,-22.732303860079746,-13.080162966933305,-19.492632540993174,-0.9867418564932297,-9.100828706267244,-21.307768318339033,-11.34071223618852,6.375137522323387,-13.153785320429119,23.045362657418835,3.624026930359786,7.541237113402053,-3.877522967950084,0.08836524300442761,-20.40922305294722,-28.447032963732518,1,1.75
36,-21.666323673403262,-29.326307884765026,-27.69502864299118,0.420554201490269,-22.96495433442982,-13.231983348833408,-19.74344837400502,-1.2181331605973054,-9.449227676848869,-21.19211966958784,-11.517063519290707,6.343245176842708,-13.322569457208097,22.95891308263314,3.5734764008696036,7.540500736377023,-3.942197910091877,0.07658321060382889,-20.85715130150416,-28.579242254689763,1,1.8
37,-21.846611210826115,-29.30091529938939,-27.77222959268777,0.34449121118058995,-23.197572677541995,-13.384287391720173,-19.998408065717797,-1.450469839221829,-9.800516854306007,-21.07485262346942,-11.695478428512423,6.310953989196893,-13.49207677166854,22.87187814209396,3.5229258713794747,7.539764359351987,-4.0068728522337,0.06480117820323983,-21.269245290176528,-28.70087480237045,1,1.85
38,-22.0298867060289,-29.27409905579657,-27.849384214816283,0.26838144065485836,-23.4301829878447,-13.53671234985359,-20.2573023836589,-1.6836383991438917,-10.154542129272377,-20.956043481504743,-11.875972399643235,6.2782451515107205,-13.6622843739462,22.78427636367204,3.4723753418893453,7.539027982326951,-4.071547794375486,0.05301914580265077,-21.64550501896435,-28.811930606774524,1,1.9000000000000001
39,-22.216116812543184,-29.245748598605076,-27.926631492080933,0.1923652305612609,-23.662809363766364,-13.688895477493691,-20.519922095355717,-1.9175253471405713,-10.511149392381807,-20.835768545214716,-12.058560868472654,6.245099855908915,-13.833169374176947,22.696126275238072,3.4218248123992088,7.538291605301915,-4.136222736517286,0.04123711340206171,-21.985930487867627,-28.912409667902065,1,1.9500000000000002
40,-22.405268183900464,-29.215753372433596,-28.004110407185962,0.11658292154805196,-23.895475903735367,-13.840474028900465,-20.78605796833565,-2.152017189988955,-10.870184534267995,-20.71410411612026,-12.243259270790166,6.211499294516229,-14.004708882496551,22.607446404662827,3.3712742829090416,7.53755522827688,-4.200897678659102,0.029455081001487145,-22.290521696886337,-29.00231198575297,1,2.0
41,-22.597307473632252,-29.184002821900748,-28.081959942835528,0.04117485426342313,-24.128206706180165,-13.991085258333953,-21.055500770126084,-2.387000434466125,-11.231493445564702,-20.59112649574231,-12.43008304238531,6.1774246594573885,-14.176880009040811,22.51825527981704,3.320723753418905,7.53681885125184,-4.265572620800896,0.01767304860088359,-22.5592786460205,-29.081637560327344,1,2.0500000000000003
42,-22.792201335270114,-29.150386391625105,-28.16031908173387,-0.03371863064437605,-24.36102586952914,-14.140366420054155,-21.32804126825441,-2.6223615873492063,-11.594922016905702,-20.466911985601783,-12.61904761904762,6.142857142857142,-14.349659863945577,22.42857142857143,3.2701732239287535,7.536082474226804,-4.330247562942696,0.005891016200289698,-22.792201335270114,-29.150386391625105,1,2.1
43,-22.989916422345544,-29.11479352622532,-28.239326806585186,-0.10795719252710569,-24.593957492210727,-14.287954768321088,-21.60347023024802,-2.8579871554152434,-11.960316138924728,-20.341536887219583,-12.810168436566599,6.107777936840244,-14.523025557346642,22.33841337879674,3.219622694438587,7.535346097201768,-4.394922505084534,-0.0058910162002800345,-22.989916422345544,-29.11479352622532,1,2.15
44,-23.19041938839007,-29.077113670320028,-28.3191221000937,-0.18140049073657905,-24.827025672653345,-14.433487557394763,-21.881578423634306,-3.093763645441357,-12.327521702255538,-20.215077502116653,-13.003460930731809,6.072168233531418,-14.696954199379798,22.247799658363682,3.169072164948465,7.534609720176729,-4.4595974472263205,-0.017673048600869094,-23.19041938839007,-29.077113670320028,1,2.2
45,-23.3936768869352,-29.037236268527792,-28.39984394496361,-0.25390818462452724,-25.060254509285397,-14.57660204153522,-22.162156615940674,-3.3295775642046,-12.696384597531898,-20.087610131813925,-13.19894053733271,6.036009225055413,-14.87142290018088,22.156748795143052,3.118521635458313,7.5338733431517015,-4.524272389368129,-0.029455081001467816,-23.3936768869352,-29.037236268527792,1,2.25
46,-23.59965557151247,-28.995050765467262,-28.481631323899116,-0.32533993354276364,-25.29366810053531,-14.716935475002456,-22.444995574694474,-3.565315418482088,-13.066750715387506,-19.95921107783227,-13.396622692158841,5.9992821035369746,-15.046408769885659,22.06527931700552,3.067971105968154,7.533136966126657,-4.588947331509951,-0.04123711340205688,-23.59965557151247,-28.995050765467262,1,2.3000000000000003
47,-23.808322095653423,-28.95044660575703,-28.56462321960446,-0.3955553968430627,-25.5272905448315,-14.854125112056453,-22.729886067423152,-3.8008637150509044,-13.4384659464562,-19.82995664169269,-13.596522830999774,5.9619680611008405,-15.221888918629952,21.973409751821844,3.017420576478017,7.532400589101621,-4.653622273651759,-0.05301914580264594,-23.808322095653423,-28.95044660575703,1,2.35
48,-24.019643112889558,-28.90331323401575,-28.648958614783826,-0.46441423387716524,-25.76114594060237,-14.98780820695728,-23.016618861654045,-4.036108960688116,-13.811376181371664,-19.69992312491604,-13.798656389644954,5.924048289871731,-15.397840456549606,21.881158627462753,2.9668700469878733,7.531664212076571,-4.7182972157935605,-0.06480117820322534,-24.019643112889558,-28.90331323401575,1,2.4000000000000004
49,-24.233585276752404,-28.853540094861998,-28.73477649214143,-0.5317761039968557,-25.99525838627635,-15.11762201396493,-23.304984724914586,-4.270937662170859,-14.185327310767688,-19.569186829023256,-14.003038803883943,5.885503981974439,-15.5742404937804,21.788544471798993,2.916319517497706,7.530927835051536,-4.782972157935353,-0.07658321060382406,-24.233585276752404,-28.853540094861998,1,2.45
50,-24.450115240773492,-28.801016632914433,-28.82221583438148,-0.597500666553947,-26.229651980281858,-15.243203787339393,-23.594774424732176,-4.505236326276186,-14.560165225277997,-19.437824055535305,-14.209685509506254,5.8463163295336695,-15.751066140458127,21.69558581270129,2.865768988007577,7.5301914580265095,-4.847647100077154,-0.08836524300441795,-24.450115240773492,-28.801016632914433,1,2.5
51,-24.669199658484345,-28.745632292791623,-28.911415624208196,-0.6614475809001658,-26.464350821047308,-15.364190781340712,-23.885778728634154,-4.738891459781178,-14.935735815536404,-19.30591110597304,-14.418611942301427,5.806466524674181,-15.92829450671862,21.60230117804038,2.8152184585174176,7.529455081001483,-4.912322042218962,-0.10014727540500701,-24.669199658484345,-28.745632292791623,1,2.5500000000000003
52,-24.890805183416475,-28.687276519112228,-29.00251484432578,-0.7234765063873252,-26.699379007001085,-15.48022025022891,-24.177788404147947,-4.971789569462935,-15.311884972176578,-19.173524281857453,-14.629833538058945,5.765935759520693,-16.10590270269768,21.508709095687003,2.7646679290273184,7.528718703976434,-4.97699698436074,-0.11192930780561056,-24.890805183416475,-28.687276519112228,1,2.6
53,-25.114898469101423,-28.625838756494815,-29.095652477438442,-0.7834471023671755,-26.934760636571653,-15.590929448263987,-24.47059421880095,-5.203817162098556,-15.688458585832326,-19.040739884709396,-14.84336573256836,5.724705226197959,-16.28386783853112,21.414828093511886,2.714117399537129,7.527982326951407,-5.041671926502579,-0.12371134020615614,-25.114898469101423,-28.625838756494815,1,2.6500000000000004
54,-25.341446169070693,-28.561208449558038,-29.1909675062504,-0.8412190281914772,-27.1705198081874,-15.695955629705933,-24.76398694012055,-5.434860744465109,-16.06530254713741,-18.90763421604983,-15.059223961619175,5.68275611683074,-16.462167024354756,21.320676699385764,2.663566870047007,7.527245949926367,-5.106346868644387,-0.13549337260675967,-25.341446169070693,-28.561208449558038,1,2.7
55,-25.57041493685583,-28.49327504292053,-29.288598913465847,-0.896651943212048,-27.406680620276752,-15.794936048814792,-25.05775733563414,-5.664806823339695,-16.442262746725532,-18.774283577399693,-15.277423661000938,5.6400696235437575,-16.64077737030438,21.226273441179398,2.6130163405568405,7.526509572901326,-5.171021810786202,-0.1472754050073536,-25.57041493685583,-28.49327504292053,1,2.75
56,-25.801771425988328,-28.42192798120085,-29.388685681789,-0.949605506780629,-27.64326717126812,-15.887507959850545,-25.3516961728691,-5.893541905499397,-16.8191850752305,-18.640764270279885,-15.497980266503154,5.596626938461758,-16.81967598651579,21.131636846763467,2.5624658110666814,7.525773195876291,-5.235696752927995,-0.1590574374079378,-25.801771425988328,-28.42192798120085,1,2.8000000000000003
57,-26.03548228999974,-28.347056709017675,-29.49136679392408,-0.9999393782490139,-27.88030355958992,-15.973308617073297,-25.645594219352812,-6.120952497721317,-17.19591542328603,-18.507152596211316,-15.720909213915307,5.55240925370948,-16.998839983124807,21.036785444008746,2.5119152815765595,7.525036818851241,-5.300371695069796,-0.1708394698085317,-26.03548228999974,-28.347056709017675,1,2.85
58,-26.271514182421587,-28.268550670989555,-29.596781232575275,-1.0475132169689534,-28.11781388367058,-16.051975274742954,-25.93924224261273,-6.346925106782533,-17.57229968152589,-18.37352485671494,-15.946225939026968,5.507397761411652,-17.17824647026724,20.941737760785955,2.461364752086408,7.524300441826219,-5.365046637211597,-0.1826215022091159,-26.271514182421587,-28.268550670989555,1,2.9000000000000004
59,-26.509833756785387,-28.186299311735173,-29.70506798044683,-1.0921866822922508,-28.3558222419385,-16.123145187119583,-26.232431010176146,-6.571346239460116,-17.948183740583847,-18.23995735331166,-16.17394587762765,5.461573653693039,-17.357872558078917,20.846512324965836,2.4108142225962483,7.523564064801189,-5.429721579353398,-0.19440353460970983,-26.509833756785387,-28.186299311735173,1,2.95
